,AGENCY,AGENCY NAME,CLASS TITLE,ETHNICITY,GENDER,STATUS,HRS PER WK,MONTHLY,ANNUAL
136672,701,92,140,5,1,0,40.0,10760.69,129128.28
136673,701,92,398,5,0,0,40.0,9000.0,108000.0
136674,701,92,1010,2,0,0,40.0,5310.57,63726.84
136675,701,92,1036,5,1,0,40.0,8354.79,100257.48
136676,701,92,1149,5,1,0,40.0,6065.75,72789.0
136677,701,92,1022,2,0,0,40.0,5155.89,61870.68
136678,701,92,396,5,0,0,40.0,6872.3,82467.6
136679,701,92,282,5,1,0,40.0,5000.0,60000.0
136680,701,92,396,5,0,0,40.0,8432.38,101188.56
136681,701,92,168,5,1,0,40.0,7084.0,85008.0
136682,701,92,438,3,1,0,40.0,5738.32,68859.84
136683,701,92,21,3,0,0,40.0,4685.34,56224.08
136684,701,92,19,5,1,0,40.0,3800.0,45600.0
136685,701,92,164,3,0,0,40.0,6960.67,83528.04
136686,701,92,1035,5,1,0,40.0,6666.95,80003.4
136687,701,92,326,2,0,0,40.0,2987.5,35850.0
136688,701,92,396,2,0,0,40.0,7687.5,92250.0
136689,701,92,396,5,0,0,40.0,7514.72,90176.64
136690,701,92,1084,2,0,0,40.0,3750.0,45000.0
136691,701,92,398,5,0,0,40.0,10883.09,130597.08
136692,701,92,438,5,0,0,40.0,6068.99,72827.88
136693,701,92,583,3,0,0,40.0,5954.89,71458.68
136695,701,92,858,5,1,0,40.0,8410.34,100924.08
136696,701,92,282,2,0,0,40.0,5416.66,64999.92
136697,701,92,856,5,0,0,40.0,6524.63,78295.56
136698,701,92,974,5,1,0,40.0,12535.92,150431.04
136700,701,92,1024,5,1,0,40.0,8146.27,97755.24
136701,701,92,1295,5,1,0,40.0,5125.0,61500.0
136702,701,92,50,3,0,0,40.0,3380.0,40560.0
136703,701,92,858,5,1,0,40.0,7703.17,92438.04
136704,701,92,438,5,0,0,40.0,6000.0,72000.0
136705,701,92,282,2,0,0,40.0,5150.0,61800.0
136706,701,92,339,5,0,0,40.0,6153.22,73838.64
136707,701,92,701,5,1,0,40.0,5083.33,60999.96
136708,701,92,1404,3,0,0,40.0,4820.0,57840.0
136709,701,92,438,5,0,0,40.0,5000.0,60000.0
136710,701,92,396,5,0,0,40.0,9043.63,108523.56
136711,701,92,519,5,1,0,40.0,4000.0,48000.0
136712,701,92,398,5,0,0,40.0,10792.92,129515.04
136714,701,92,398,5,0,0,40.0,11200.0,134400.0
136715,701,92,346,1,1,0,40.0,9012.5,108150.0
136716,701,92,1010,5,0,0,40.0,6448.34,77380.08
136717,701,92,1024,1,1,0,40.0,9227.08,110724.96
136718,701,92,398,5,1,0,40.0,11372.91,136474.92
136719,701,92,858,5,0,0,40.0,7105.42,85265.04
136720,701,92,1009,2,0,0,40.0,4500.0,54000.0
136721,701,92,1023,5,1,0,40.0,7500.0,90000.0
136722,701,92,701,5,1,0,40.0,4892.5,58710.0
136723,701,92,399,1,0,0,40.0,11666.67,140000.04
136724,701,92,139,5,1,0,40.0,6941.5,83298.0
136725,701,92,1297,4,0,0,40.0,7083.34,85000.08
136726,701,92,1009,2,0,0,40.0,4650.0,55800.0
136727,701,92,1053,5,1,5,40.0,32031.25,384375.0
136728,701,92,1018,5,0,0,40.0,6942.8,83313.6
136729,701,92,858,1,0,0,40.0,8480.08,101760.96
136730,701,92,438,5,0,0,40.0,6219.48,74633.76
136731,701,92,701,3,0,0,40.0,5310.57,63726.84
136732,701,92,438,3,1,0,40.0,5550.58,66606.96
136733,701,92,438,3,0,0,40.0,6890.0,82680.0
136734,701,92,399,2,1,0,40.0,11250.0,135000.0
136735,701,92,975,5,1,0,40.0,15474.57,185694.84
136736,701,92,163,1,1,0,40.0,6265.84,75190.08
136737,701,92,1297,0,1,0,40.0,7083.77,85005.24
136738,701,92,521,1,1,0,40.0,7250.0,87000.0
136739,701,92,858,1,0,0,40.0,8365.89,100390.68
136742,701,92,148,5,0,0,40.0,5632.15,67585.8
136743,701,92,401,5,1,0,40.0,12450.38,149404.56
136744,701,92,585,1,0,0,40.0,6488.5,77862.0
136746,701,92,858,5,0,0,40.0,8949.79,107397.48
136747,701,92,398,3,1,0,40.0,9418.5,113022.0
136748,701,92,396,3,0,0,40.0,7827.13,93925.56
136749,701,92,1009,5,0,0,40.0,4854.06,58248.72
136751,701,92,701,3,1,0,40.0,5123.34,61480.08
136752,701,92,396,5,0,0,40.0,9012.5,108150.0
136753,701,92,51,3,0,0,40.0,3333.34,40000.08
136754,701,92,977,3,1,0,40.0,24636.7,295640.4
136755,701,92,22,3,0,0,40.0,7217.37,86608.44
136756,701,92,856,3,0,0,40.0,6625.0,79500.0
136757,701,92,583,3,1,0,40.0,4583.0,54996.0
136759,701,92,858,0,0,0,40.0,9333.34,112000.08
136761,701,92,398,3,0,0,40.0,9990.15,119881.8
136762,701,92,282,3,0,0,40.0,5150.0,61800.0
136763,701,92,398,3,0,0,40.0,8533.69,102404.28
136765,701,92,493,5,0,0,40.0,5515.77,66189.24
136766,701,92,438,2,0,0,40.0,5625.0,67500.0
136767,701,92,437,3,0,0,40.0,4956.08,59472.96
136768,701,92,521,5,1,0,40.0,6541.49,78497.88
136769,701,92,140,5,0,0,40.0,8082.09,96985.08
136770,701,92,855,2,0,0,40.0,7101.58,85218.96
136771,701,92,858,2,0,0,40.0,7426.92,89123.04
136772,701,92,520,5,0,0,40.0,6360.93,76331.16
136774,701,92,858,5,1,0,40.0,7750.95,93011.4
136775,701,92,1022,1,0,0,40.0,5155.89,61870.68
136776,701,92,1022,1,1,0,40.0,6347.02,76164.24
136777,701,92,1023,1,1,0,40.0,8217.13,98605.56
136778,701,92,396,1,1,0,40.0,8923.3,107079.6
136779,701,92,1022,1,1,0,40.0,6000.0,72000.0
136780,701,92,1021,2,0,0,40.0,4960.0,59520.0
136781,701,92,1010,5,0,0,40.0,5833.33,69999.96
136782,701,92,398,5,1,0,40.0,11666.67,140000.04
136783,701,92,1296,5,1,0,40.0,5278.75,63345.0
136784,701,92,856,5,0,0,40.0,6801.02,81612.24
136785,701,92,581,5,0,0,40.0,6254.3,75051.6
136786,701,92,147,5,1,0,40.0,4765.95,57191.4
136787,701,92,149,0,0,0,40.0,6180.0,74160.0
136788,701,92,858,5,0,0,40.0,8421.22,101054.64
136789,701,92,660,2,1,0,40.0,5511.72,66140.64
136790,701,92,439,5,0,0,40.0,6483.0,77796.0
136791,701,92,326,5,0,0,40.0,2900.0,34800.0
136792,701,92,339,5,1,0,40.0,8200.2,98402.4
136794,701,92,585,5,0,0,40.0,5839.0,70068.0
136796,701,92,1022,5,1,0,40.0,6132.0,73584.0
136797,701,92,1260,5,0,0,40.0,4978.34,59740.08
136798,701,92,339,5,0,0,40.0,6626.19,79514.28
136800,701,92,168,2,0,0,40.0,6250.0,75000.0
136801,701,92,52,2,0,0,40.0,4601.2,55214.4
136802,701,92,1149,5,0,0,40.0,5544.7,66536.4
136803,701,92,1010,2,0,0,40.0,5833.34,70000.08
136804,701,92,438,5,1,0,40.0,7519.18,90230.16
136805,701,92,438,5,1,0,40.0,7313.35,87760.2
136807,701,92,439,3,0,0,40.0,6427.36,77128.32
136808,701,92,396,5,0,0,40.0,8583.34,103000.08
136809,701,92,1036,3,0,0,40.0,6941.5,83298.0
136810,701,92,438,5,1,0,40.0,7017.32,84207.84
136811,701,92,438,5,0,0,40.0,5878.82,70545.84
136812,701,92,493,5,0,0,40.0,6579.38,78952.56
136813,701,92,855,5,0,0,40.0,6629.7,79556.4
136814,701,92,438,5,1,0,40.0,6359.16,76309.92
136815,701,92,856,5,0,0,40.0,7068.25,84819.0
136816,701,92,973,2,1,0,40.0,12014.99,144179.88
136817,701,92,277,5,0,0,40.0,7210.0,86520.0
136820,701,92,437,5,0,0,40.0,4400.0,52800.0
136821,701,92,439,5,0,0,40.0,6702.69,80432.28
136822,701,92,1023,2,1,0,40.0,8538.75,102465.0
136823,701,92,438,1,1,0,40.0,5932.28,71187.36
136824,701,92,1036,5,0,0,40.0,8833.34,106000.08
136825,701,92,858,5,0,0,40.0,7630.8,91569.6
136826,701,92,398,2,1,0,40.0,10761.41,129136.92
136827,701,92,560,3,1,0,40.0,14375.0,172500.0
136828,701,92,282,2,0,0,40.0,5000.0,60000.0
136829,701,92,397,1,0,0,40.0,8750.0,105000.0
136830,701,92,1023,1,0,0,40.0,7500.0,90000.0
136831,701,92,1023,1,0,0,40.0,8593.23,103118.76
136832,701,92,1024,1,0,0,40.0,8412.67,100952.04
136834,701,92,339,5,1,0,40.0,6917.0,83004.0
136835,701,92,1023,1,0,0,40.0,7108.96,85307.52
136836,701,92,1022,1,0,0,40.0,6180.0,74160.0
136837,701,92,858,1,0,0,40.0,9540.0,114480.0
136838,701,92,396,1,0,0,40.0,8127.02,97524.24
136839,701,92,1023,1,0,0,40.0,6096.19,73154.28
136840,701,92,147,1,0,0,40.0,5345.54,64146.48
136841,701,92,140,3,1,0,40.0,7317.06,87804.72
136844,701,92,148,5,0,0,40.0,6065.75,72789.0
136845,701,92,397,5,0,0,40.0,8000.0,96000.0
136846,701,92,1022,1,1,0,40.0,5250.0,63000.0
136847,701,92,858,1,1,0,40.0,8227.28,98727.36
136848,701,92,1299,1,0,0,40.0,7350.81,88209.72
136849,701,92,1024,5,1,0,40.0,8055.31,96663.72
136850,701,92,397,5,1,0,40.0,10625.0,127500.0
136851,771,62,1009,5,1,0,40.0,4833.33,57999.96
136852,771,62,620,4,0,8,19.0,1192.18,14306.16
136853,771,62,1153,5,0,1,32.0,2323.92,27887.04
136854,771,62,620,5,0,8,19.0,1717.47,20609.64
136855,771,62,1153,5,0,0,40.0,2630.0,31560.0
136856,771,62,22,5,0,0,40.0,6200.0,74400.0
136857,771,62,689,5,1,0,40.0,3662.0,43944.0
136858,771,62,1326,5,0,8,19.04,3309.6,39715.2
136859,771,62,1005,3,1,0,40.0,3528.0,42336.0
136860,771,62,1009,5,1,1,32.0,4217.06,50604.72
136861,771,62,1326,5,0,8,36.25,4939.5,59274.0
136862,771,62,1153,3,0,0,40.0,2502.0,30024.0
136863,771,62,1326,5,0,8,36.25,5702.34,68428.08
136864,771,62,1304,5,1,0,40.0,4586.0,55032.0
136865,771,62,624,3,0,0,40.0,4412.08,52944.96
136866,771,62,1153,3,1,0,40.0,2452.0,29424.0
136867,771,62,1324,5,1,1,20.0,1462.24,17546.88
136868,771,62,1017,5,0,0,40.0,6700.0,80400.0
136869,771,62,1326,0,0,8,36.25,4187.55,50250.6
136870,771,62,1153,5,1,0,40.0,2550.0,30600.0
136871,771,62,1153,3,0,0,40.0,2625.0,31500.0
136872,771,62,1326,5,0,7,40.0,5625.88,67510.56
136873,771,62,620,5,0,8,19.0,1057.98,12695.76
136874,771,62,1012,5,0,0,40.0,4537.08,54444.96
136875,771,62,1154,5,0,0,40.0,3132.0,37584.0
136876,771,62,1326,5,1,7,40.0,6533.31,78399.72
136877,771,62,1006,5,0,0,40.0,4282.0,51384.0
136878,771,62,1153,5,1,0,40.0,2511.2,30134.4
136879,771,62,1326,5,0,8,36.25,5129.16,61549.92
136880,771,62,1022,5,1,0,40.0,6084.0,73008.0
136881,771,62,1323,5,0,0,40.0,2904.91,34858.92
136882,771,62,886,5,1,0,40.0,2970.0,35640.0
136883,771,62,904,5,0,0,40.0,4707.46,56489.52
136884,771,62,1326,5,0,8,36.25,4686.82,56241.84
136885,771,62,1326,5,0,7,40.0,5478.64,65743.68
136886,771,62,104,5,0,1,30.0,3156.0,37872.0
136887,771,62,1009,5,0,0,40.0,6066.38,72796.56
136889,771,62,1008,5,0,1,30.0,3779.25,45351.0
136890,771,62,1326,5,0,7,40.0,5277.0,63324.0
136891,771,62,1153,5,0,0,40.0,2454.0,29448.0
136892,771,62,1326,5,0,8,36.25,4959.34,59512.08
136893,771,62,1326,5,0,8,36.25,4489.07,53868.84
136894,771,62,1153,5,1,0,40.0,2570.0,30840.0
136895,771,62,1326,5,0,8,36.25,4914.92,58979.04
136896,771,62,1326,5,0,8,36.24,5401.86,64822.32
136897,771,62,1296,5,1,0,40.0,6000.0,72000.0
136898,771,62,1326,2,0,8,36.25,4449.71,53396.52
136899,771,62,1324,5,0,0,40.0,2925.0,35100.0
136900,771,62,1326,5,0,8,36.25,5519.38,66232.56
136901,771,62,1012,5,1,0,40.0,4698.0,56376.0
136902,771,62,415,5,1,0,40.0,2761.0,33132.0
136903,771,62,620,5,0,8,19.0,3461.29,41535.48
136904,771,62,19,4,0,0,40.0,4000.0,48000.0
136905,771,62,620,5,1,8,19.0,1117.26,13407.12
136906,771,62,1326,5,0,7,40.0,10158.33,121899.96
136907,771,62,784,2,0,0,40.0,3719.54,44634.48
136908,771,62,1297,0,1,0,40.0,6500.67,78008.04
136910,771,62,1155,5,1,0,40.0,3256.0,39072.0
136911,771,62,1154,2,0,1,32.0,2444.8,29337.6
136912,771,62,1326,5,0,8,36.24,6995.02,83940.24
136913,771,62,1153,5,0,0,40.0,2404.32,28851.84
136914,771,62,688,5,1,0,40.0,3383.0,40596.0
136915,771,62,620,2,0,8,19.0,1057.98,12695.76
136916,771,62,491,5,0,0,40.0,4598.0,55176.0
136917,771,62,620,5,0,8,19.0,1646.66,19759.92
136918,771,62,1153,5,1,0,40.0,2511.0,30132.0
136919,771,62,1326,2,0,8,36.25,4133.4,49600.8
136921,771,62,1153,5,1,0,40.0,2780.0,33360.0
136922,771,62,1014,5,0,0,40.0,5606.0,67272.0
136923,771,62,1326,5,0,8,36.25,4977.94,59735.28
136924,771,62,1304,2,1,0,40.0,4250.0,51000.0
136925,771,62,620,3,0,8,19.0,1057.98,12695.76
136926,771,62,620,3,1,8,19.0,1057.98,12695.76
136927,771,62,620,3,0,8,19.0,1117.26,13407.12
136928,771,62,620,5,1,8,19.0,968.24,11618.88
136929,771,62,1154,5,0,0,40.0,3170.0,38040.0
136930,771,62,1326,5,1,8,36.25,5188.99,62267.88
136931,771,62,1326,3,0,8,36.25,5045.29,60543.48
136932,771,62,1325,2,0,0,40.0,3865.0,46380.0
136933,771,62,1012,3,0,0,40.0,4047.0,48564.0
136934,771,62,1325,5,0,1,20.0,1706.0,20472.0
136935,771,62,1198,3,1,0,40.0,2630.0,31560.0
136936,771,62,1326,3,0,8,36.25,6026.72,72320.64
136938,771,62,1326,5,0,8,36.25,4659.11,55909.32
136940,771,62,620,5,0,8,19.0,1117.26,13407.12
136941,771,62,1382,5,1,1,20.0,1523.0,18276.0
136942,771,62,1326,5,0,8,36.25,4919.02,59028.24
136944,771,62,1326,5,1,8,36.25,5440.11,65281.32
136945,771,62,1326,5,0,8,36.25,5299.19,63590.28
136946,771,62,1326,5,1,8,36.25,5513.48,66161.76
136947,771,62,1155,2,1,0,40.0,3530.0,42360.0
136948,771,62,1153,2,1,0,40.0,2352.0,28224.0
136949,771,62,1153,5,1,1,20.0,1175.0,14100.0
136950,771,62,20,3,0,0,40.0,4417.0,53004.0
136951,771,62,1273,5,0,5,40.0,11846.58,142158.96
136952,771,62,1326,5,1,8,36.25,5107.23,61286.76
136954,771,62,1153,3,0,0,40.0,2904.91,34858.92
136955,771,62,1326,5,0,8,33.0,5462.82,65553.84
136956,771,62,1326,5,1,8,36.25,4896.84,58762.08
136957,771,62,1326,3,0,8,36.25,4969.66,59635.92
136958,771,62,160,5,0,0,40.0,4000.0,48000.0
136959,771,62,1326,5,0,8,36.25,4574.7,54896.4
136960,771,62,1326,4,0,8,36.25,5164.63,61975.56
136961,771,62,904,5,0,0,40.0,5020.0,60240.0
136962,771,62,1326,5,0,7,40.0,7313.99,87767.88
136963,771,62,620,3,0,8,19.0,2353.08,28236.96
136965,771,62,620,5,1,8,19.0,1057.98,12695.76
136967,771,62,1155,5,0,0,40.0,3650.0,43800.0
136968,771,62,1323,2,0,0,40.0,2454.0,29448.0
136969,771,62,1323,2,0,1,20.0,1452.45,17429.4
136970,771,62,1012,5,0,0,40.0,4313.0,51756.0
136971,771,62,1324,2,0,0,40.0,2825.0,33900.0
136972,771,62,1324,2,0,0,40.0,2956.0,35472.0
136973,771,62,398,5,0,0,40.0,10318.0,123816.0
136974,771,62,620,3,0,8,19.0,1117.19,13406.28
136975,771,62,50,5,0,0,40.0,3391.0,40692.0
136976,771,62,1155,5,0,0,40.0,3391.0,40692.0
136977,771,62,620,5,0,8,19.0,1282.49,15389.88
136978,771,62,50,5,0,0,40.0,3007.0,36084.0
136979,771,62,1326,5,1,7,40.0,7723.35,92680.2
136980,771,62,289,2,0,0,40.0,2904.91,34858.92
136981,771,62,1197,5,1,0,40.0,2276.66,27319.92
136982,771,62,654,2,0,0,40.0,4945.0,59340.0
136983,771,62,1324,5,1,0,40.0,2921.0,35052.0
136985,771,62,620,5,1,8,19.0,1646.66,19759.92
136986,771,62,1326,2,1,8,36.25,4574.7,54896.4
136987,771,62,1326,5,0,7,40.0,5966.11,71593.32
136988,771,62,50,5,0,0,40.0,2887.5,34650.0
136989,771,62,620,3,0,8,19.0,1717.47,20609.64
136991,771,62,1154,5,1,0,40.0,3232.0,38784.0
136992,771,62,1326,5,1,7,40.0,10897.38,130768.56
136993,771,62,1326,3,0,8,36.25,6376.77,76521.24
136994,771,62,1326,5,0,7,40.0,5494.22,65930.64
136995,771,62,1005,5,0,0,40.0,3483.0,41796.0
136996,771,62,1326,4,0,8,36.25,4666.6,55999.2
136997,771,62,1326,5,0,8,36.25,5018.01,60216.12
136998,771,62,49,3,1,0,40.0,2600.5,31206.0
136999,771,62,1326,5,0,8,36.25,5039.23,60470.76
137000,771,62,1326,5,0,8,36.25,4984.3,59811.6
137001,771,62,1153,5,1,0,40.0,2630.0,31560.0
137003,771,62,804,2,1,0,40.0,3188.0,38256.0
137004,771,62,289,2,0,0,40.0,2861.0,34332.0
137005,771,62,906,5,0,0,40.0,7835.0,94020.0
137006,771,62,1155,5,1,0,40.0,3571.0,42852.0
137007,771,62,1323,3,0,0,40.0,2904.91,34858.92
137008,771,62,1006,5,0,0,40.0,4029.0,48348.0
137009,771,62,1153,5,1,0,40.0,2401.0,28812.0
137010,771,62,50,3,0,0,40.0,3865.66,46387.92
137011,771,62,1324,5,0,0,40.0,3216.0,38592.0
137012,771,62,1153,5,0,1,20.0,1226.5,14718.0
137013,771,62,1005,3,0,0,40.0,3528.0,42336.0
137014,771,62,1153,3,1,0,40.0,2866.0,34392.0
137015,771,62,50,3,0,0,40.0,3241.0,38892.0
137016,771,62,1153,3,0,1,30.0,2048.0,24576.0
137017,771,62,1009,3,0,0,40.0,5164.14,61969.68
137018,771,62,1153,2,0,0,40.0,2670.0,32040.0
137019,771,62,1153,2,0,0,40.0,2352.0,28224.0
137020,771,62,624,3,0,0,40.0,4190.67,50288.04
137022,771,62,1153,5,1,0,40.0,2477.0,29724.0
137023,771,62,1324,3,1,0,40.0,3062.0,36744.0
137024,771,62,1326,3,0,8,30.0,5474.43,65693.16
137025,771,62,1012,3,0,0,40.0,3907.0,46884.0
137027,771,62,1323,3,0,0,40.0,2568.0,30816.0
137030,771,62,1326,5,1,7,40.0,5696.8,68361.6
137031,771,62,51,5,0,0,40.0,4316.0,51792.0
137032,771,62,1326,5,1,8,36.24,5102.5,61230.0
137033,771,62,1153,5,1,0,40.0,2554.0,30648.0
137034,771,62,1326,3,0,8,36.25,5447.46,65369.52
137035,771,62,1153,3,0,1,20.0,1275.0,15300.0
137037,771,62,1324,3,0,0,40.0,2990.0,35880.0
137038,771,62,1326,5,0,7,40.0,7723.35,92680.2
137039,771,62,1326,5,0,7,40.0,6154.65,73855.8
137040,771,62,396,0,1,0,40.0,8670.0,104040.0
137041,771,62,1324,5,1,0,40.0,3416.0,40992.0
137042,771,62,1153,5,0,1,30.0,1840.5,22086.0
137044,771,62,1326,5,0,8,31.28,7545.02,90540.24
137045,771,62,1012,5,0,1,30.0,3497.0,41964.0
137046,771,62,1326,5,1,8,36.25,4138.93,49667.16
137047,771,62,1326,5,0,8,36.21,5114.56,61374.72
137048,771,62,1326,5,0,7,40.0,5974.06,71688.72
137049,771,62,1326,5,0,8,36.24,4949.89,59398.68
137050,771,62,1326,5,0,8,36.25,5004.13,60049.56
137052,771,62,905,2,0,0,40.0,5307.42,63689.04
137054,771,62,1326,3,0,8,36.25,4489.07,53868.84
137055,771,62,620,5,0,8,19.0,2151.98,25823.76
137056,771,62,1324,5,0,0,40.0,3116.0,37392.0
137057,771,62,1154,5,0,1,20.0,1500.0,18000.0
137058,771,62,1382,2,0,1,10.0,751.75,9021.0
137059,771,62,1154,5,0,1,30.0,2041.25,24495.0
137060,771,62,1326,5,0,8,36.25,5424.57,65094.84
137061,771,62,1128,5,1,0,40.0,3782.0,45384.0
137063,771,62,289,5,1,0,40.0,2430.0,29160.0
137064,771,62,1326,5,0,8,36.25,5029.26,60351.12
137065,771,62,396,5,0,0,40.0,6846.0,82152.0
137067,771,62,1326,5,0,8,36.25,4178.19,50138.28
137068,771,62,1005,5,0,0,40.0,3557.0,42684.0
137069,771,62,1153,5,1,0,40.0,2352.0,28224.0
137070,771,62,1326,5,0,8,20.0,3469.88,41638.56
137071,771,62,1326,5,0,8,36.25,4912.76,58953.12
137072,771,62,1155,2,0,0,40.0,3609.0,43308.0
137074,771,62,1153,2,0,1,20.0,1285.0,15420.0
137075,771,62,1326,5,0,8,36.25,4768.84,57226.08
137076,771,62,1153,5,0,0,40.0,2756.57,33078.84
137077,771,62,1153,3,0,0,40.0,2800.0,33600.0
137078,771,62,1154,3,0,1,20.0,1537.5,18450.0
137079,771,62,1198,3,1,0,40.0,2989.0,35868.0
137080,771,62,1153,2,0,0,40.0,2625.0,31500.0
137081,771,62,1012,5,0,0,40.0,4532.0,54384.0
137082,771,62,1324,2,0,1,30.0,2183.24,26198.88
137083,771,62,50,2,0,0,40.0,2825.0,33900.0
137084,771,62,1153,2,1,0,40.0,2454.0,29448.0
137085,771,62,1326,5,0,8,36.25,4607.18,55286.16
137087,771,62,49,5,0,0,40.0,2631.0,31572.0
137089,771,62,1153,5,0,1,20.0,1176.0,14112.0
137090,771,62,1326,5,0,8,30.0,3163.93,37967.16
137091,771,62,50,3,0,0,40.0,3554.0,42648.0
137092,771,62,1325,5,1,0,40.0,3809.0,45708.0
137093,771,62,1360,5,0,0,40.0,5153.0,61836.0
137095,771,62,51,5,0,0,40.0,4288.0,51456.0
137096,771,62,1326,3,0,8,36.25,4469.63,53635.56
137097,771,62,1291,1,1,0,40.0,7300.0,87600.0
137098,771,62,1326,5,0,7,40.0,5892.23,70706.76
137099,771,62,1324,5,0,0,40.0,2990.0,35880.0
137100,771,62,904,5,0,0,40.0,4800.0,57600.0
137101,771,62,1326,5,0,8,36.25,6093.77,73125.24
137102,771,62,1324,5,0,0,40.0,3021.0,36252.0
137103,771,62,620,5,0,10,19.0,1219.79,14637.48
137104,771,62,1326,5,1,8,21.76,3948.66,47383.92
137105,771,62,620,5,1,7,40.0,2352.13,28225.56
137106,771,62,1324,5,0,0,40.0,3171.0,38052.0
137107,771,62,1361,5,1,0,40.0,5032.0,60384.0
137108,771,62,1326,5,0,8,30.6,5072.31,60867.72
137109,771,62,1326,5,0,8,36.25,6089.73,73076.76
137110,771,62,433,5,0,0,40.0,4833.33,57999.96
137111,771,62,1326,5,0,8,36.24,4574.7,54896.4
137114,771,62,1153,5,0,0,40.0,2705.0,32460.0
137115,771,62,626,5,0,0,40.0,5328.41,63940.92
137116,771,62,1326,5,0,8,36.25,5705.73,68468.76
137117,771,62,1012,5,0,0,40.0,3822.0,45864.0
137118,771,62,1324,5,0,0,40.0,2854.0,34248.0
137120,771,62,290,3,0,0,40.0,3000.0,36000.0
137121,771,62,1153,3,0,0,40.0,2454.0,29448.0
137122,771,62,1323,2,0,0,40.0,2730.0,32760.0
137124,771,62,1153,5,0,0,40.0,2352.0,28224.0
137125,771,62,1295,5,1,0,40.0,4833.0,57996.0
137128,771,62,1297,5,0,1,20.0,3444.0,41328.0
137131,771,62,620,4,1,8,19.0,1057.98,12695.76
137132,771,62,1153,3,1,1,20.0,1188.0,14256.0
137133,771,62,1326,5,1,8,36.25,4489.58,53874.96
137134,771,62,1326,5,0,7,40.0,6535.2,78422.4
137135,771,62,50,5,1,0,40.0,3025.44,36305.28
137136,771,62,1324,5,1,1,20.0,1723.12,20677.44
137137,771,62,1127,5,0,0,40.0,3106.0,37272.0
137138,771,62,1324,5,1,0,40.0,3297.0,39564.0
137139,771,62,396,5,1,0,40.0,8018.0,96216.0
137140,771,62,1326,5,0,8,36.25,5112.25,61347.0
137141,771,62,1012,5,1,0,40.0,3667.0,44004.0
137143,771,62,50,5,1,0,40.0,2772.0,33264.0
137144,771,62,1326,5,0,7,40.0,10338.82,124065.84
137145,771,62,1197,5,1,0,40.0,2770.0,33240.0
137146,771,62,1326,5,0,8,13.88,2484.07,29808.84
137149,771,62,1013,3,0,0,40.0,4597.0,55164.0
137150,771,62,620,1,1,8,19.0,1058.27,12699.24
137151,771,62,1326,5,0,8,36.25,6031.91,72382.92
137153,771,62,1304,5,1,0,40.0,4250.0,51000.0
137154,771,62,1326,5,0,8,20.92,4687.07,56244.84
137155,771,62,1324,5,0,0,40.0,2991.0,35892.0
137156,771,62,1326,5,1,7,40.0,5757.47,69089.64
137157,771,62,559,5,0,0,40.0,8932.0,107184.0
137158,771,62,1326,1,0,8,36.25,6613.17,79358.04
137159,771,62,904,5,0,1,20.0,2353.73,28244.76
137161,771,62,1326,5,0,8,36.25,4999.37,59992.44
137162,771,62,882,5,1,0,40.0,3930.0,47160.0
137163,771,62,1153,5,0,1,20.0,1275.0,15300.0
137164,771,62,1324,5,1,0,40.0,2954.0,35448.0
137165,771,62,784,5,0,0,40.0,3719.54,44634.48
137166,771,62,1153,2,0,1,30.0,1878.0,22536.0
137167,771,62,1326,5,0,8,36.25,5662.71,67952.52
137169,771,62,1382,3,1,1,20.0,1523.0,18276.0
137171,771,62,620,5,1,10,19.0,1057.98,12695.76
137172,771,62,1015,5,0,0,40.0,5289.0,63468.0
137175,771,62,1008,5,0,0,40.0,6149.0,73788.0
137176,771,62,905,5,0,0,40.0,5800.0,69600.0
137177,771,62,1326,5,0,8,36.25,5846.97,70163.64
137178,771,62,620,5,0,8,19.0,3734.64,44815.68
137179,771,62,1326,5,0,8,36.25,4851.75,58221.0
137180,771,62,1154,5,0,0,40.0,3316.0,39792.0
137181,771,62,20,5,1,0,40.0,4250.0,51000.0
137183,771,62,1326,5,1,8,36.25,4863.74,58364.88
137184,771,62,1154,3,0,0,40.0,3071.0,36852.0
137185,771,62,1326,5,0,7,40.0,8175.09,98101.08
137187,771,62,1324,5,0,0,40.0,2575.0,30900.0
137188,771,62,540,5,1,0,40.0,3599.0,43188.0
137189,771,62,1326,5,1,8,18.0,2767.39,33208.68
137190,771,62,1153,2,0,0,40.0,2755.57,33066.84
137192,771,62,1154,5,1,0,40.0,3446.25,41355.0
137193,771,62,1153,5,0,1,30.0,1927.5,23130.0
137194,771,62,1297,2,0,0,40.0,6293.31,75519.72
137195,771,62,1326,4,0,7,40.0,7723.15,92677.8
137196,771,62,1326,5,0,8,36.25,6049.43,72593.16
137197,771,62,1326,5,0,8,36.25,6182.54,74190.48
137198,771,62,1012,5,0,0,40.0,3872.0,46464.0
137199,771,62,1153,5,0,0,40.0,2604.0,31248.0
137200,771,62,1128,3,1,0,40.0,4167.0,50004.0
137201,771,62,1153,3,0,0,40.0,2611.0,31332.0
137202,771,62,1326,5,0,8,20.0,5194.08,62328.96
137203,771,62,18,2,0,0,40.0,3900.0,46800.0
137204,771,62,1326,5,0,8,36.25,5748.26,68979.12
137205,771,62,1326,2,1,8,36.25,4512.2,54146.4
137206,771,62,1153,2,0,0,40.0,2904.91,34858.92
137207,771,62,1326,5,0,8,36.24,5008.58,60102.96
137208,771,62,1326,1,0,7,40.0,6835.59,82027.08
